"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2011","2011",23,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2012","2012",28,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2013","2013",53,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2014","2014",32,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2015","2015",72,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2016","2016",53,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2017","2017",41,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",46,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2001","2001",777,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2002","2002",890,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2003","2003",922,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2005","2005",883,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2006","2006",969,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2007","2007",973,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2008","2008",924,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2009","2009",929,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2010","2010",968,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2011","2011",989,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2012","2012",1011,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2013","2013",1091,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2014","2014",1050,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2015","2015",1126,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2016","2016",1123,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2017","2017",1176,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",1170,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2001","2001",593,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2002","2002",605,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2003","2003",647,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2005","2005",638,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2006","2006",724,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2007","2007",721,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2008","2008",705,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2009","2009",697,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2010","2010",701,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2011","2011",641,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2012","2012",688,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2013","2013",676,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2014","2014",714,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2015","2015",640,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2016","2016",637,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2017","2017",695,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",731,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2001","2001",247,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2002","2002",250,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2003","2003",276,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2005","2005",305,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2006","2006",372,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2007","2007",267,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2008","2008",269,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2009","2009",245,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2010","2010",204,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2011","2011",243,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2012","2012",222,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2013","2013",199,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2014","2014",236,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2015","2015",224,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2016","2016",253,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2017","2017",263,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",244,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2001","2001",28,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2002","2002",25,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2003","2003",33,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2005","2005",44,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2006","2006",25,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2007","2007",33,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2008","2008",41,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2009","2009",40,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2010","2010",32,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2011","2011",25,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2012","2012",36,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2013","2013",61,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2014","2014",42,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2015","2015",78,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2016","2016",58,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2017","2017",46,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",58,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2001","2001",1355,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2002","2002",1429,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2003","2003",1553,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2005","2005",1439,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2006","2006",1570,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2007","2007",1506,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2008","2008",1501,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2009","2009",1473,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2010","2010",1592,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2011","2011",1576,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2012","2012",1613,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2013","2013",1670,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2014","2014",1689,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2015","2015",1765,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2016","2016",1700,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2017","2017",1832,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",1920,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2001","2001",1430,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2002","2002",1479,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2003","2003",1555,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2005","2005",1674,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2006","2006",1727,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2007","2007",1683,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2008","2008",1700,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2009","2009",1686,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2010","2010",1628,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2011","2011",1635,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2012","2012",1646,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2013","2013",1689,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2014","2014",1719,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2015","2015",1668,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2016","2016",1613,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2017","2017",1696,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",1734,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2001","2001",446,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2002","2002",464,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2003","2003",508,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2005","2005",588,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2006","2006",673,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2007","2007",551,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2008","2008",573,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2009","2009",516,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2010","2010",468,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2011","2011",514,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2012","2012",515,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2013","2013",528,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2014","2014",516,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2015","2015",493,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2016","2016",543,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2017","2017",539,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",573,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2001","2001",0.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2002","2002",0.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2003","2003",0.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2005","2005",0.1,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2006","2006",0.3,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2007","2007",0.4,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2008","2008",0.4,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2009","2009",0.3,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2010","2010",0.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2011","2011",0.1,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2012","2012",0.4,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2013","2013",0.4,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2014","2014",0.5,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2015","2015",0.3,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2016","2016",0.3,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2017","2017",0.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",0.6,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2001","2001",35.8,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2002","2002",33,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2003","2003",35.6,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2005","2005",29.6,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2006","2006",31.4,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2007","2007",29.8,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2008","2008",30.6,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2009","2009",30.1,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2010","2010",34.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2011","2011",31.7,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2012","2012",32.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2013","2013",30,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2014","2014",33.1,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2015","2015",32.9,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2016","2016",31.2,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2017","2017",33.9,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",35.8,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2001","2001",51.8,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2002","2002",53.7,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2003","2003",51.2,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2005","2005",55.2,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2006","2006",52.5,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2007","2007",53.9,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2008","2008",52.9,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2009","2009",54.6,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2010","2010",51,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2011","2011",53.7,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2012","2012",51.5,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2013","2013",52.5,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2014","2014",52,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2015","2015",52.9,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2016","2016",52.8,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2017","2017",51.7,,
"18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",47.9,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2001","2001",12.3,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2002","2002",13.1,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2003","2003",13,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2005","2005",15.1,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2006","2006",15.8,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2007","2007",15.9,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2008","2008",16.2,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2009","2009",15,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2010","2010",14.5,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2011","2011",14.6,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2012","2012",15.8,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2013","2013",17,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2014","2014",14.5,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2015","2015",13.9,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2016","2016",15.7,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2017","2017",14.2,,
"18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",15.7,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2001","2001",1.5,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2002","2002",1.3,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2003","2003",1.5,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2005","2005",2.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2006","2006",1,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2007","2007",1.3,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2008","2008",1.8,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2009","2009",1.8,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2010","2010",1.5,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2011","2011",1.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2012","2012",1.5,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2013","2013",2.6,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2014","2014",1.6,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2015","2015",3.5,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2016","2016",2.6,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2017","2017",1.9,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",2.1,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2001","2001",47.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2002","2002",50.4,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2003","2003",49.2,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2005","2005",47.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2006","2006",46.5,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2007","2007",49,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2008","2008",47.8,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2009","2009",48.8,,
